Time,Price
2017-02-28,1189.27
2017-03-01,1222.66
2017-03-02,1255.47
2017-03-03,1283.3
2017-03-04,1264.32
2017-03-05,1271.22
2017-03-06,1277.01
2017-03-07,1232.69
2017-03-08,1146.97
2017-03-09,1191.33
2017-03-10,1112.39
2017-03-11,1179.22
2017-03-12,1225.11
2017-03-13,1238.19
2017-03-14,1243.14
2017-03-15,1253.43
2017-03-16,1172.88
2017-03-17,1071.71
2017-03-18,971.38
2017-03-19,1022.6
2017-03-20,1047.51
2017-03-21,1121.29
2017-03-22,1044.72
2017-03-23,1035.03
2017-03-24,939.7
2017-03-25,966.3
2017-03-26,969.44
2017-03-27,1045.14
2017-03-28,1044.42
2017-03-29,1041.9
2017-03-30,1037.91
2017-03-31,1079.11
2017-04-01,1086.12
2017-04-02,1097.4
2017-04-03,1147.56
2017-04-04,1141.77
2017-04-05,1129.87
2017-04-06,1188.7
2017-04-07,1190.49
2017-04-08,1180.78
2017-04-09,1204.34
2017-04-10,1206.71
2017-04-11,1220.74
2017-04-12,1212.53
2017-04-13,1176.2
2017-04-14,1177.33
2017-04-15,1176.99
2017-04-16,1176.8
2017-04-17,1194.01
2017-04-18,1206.09
2017-04-19,1215.2
2017-04-20,1238.09
2017-04-21,1249.64
2017-04-22,1240.89
2017-04-23,1249.14
2017-04-24,1248.18
2017-04-25,1264.31
2017-04-26,1286.63
2017-04-27,1332.91
2017-04-28,1329.62
2017-04-29,1336.28
2017-04-30,1351.91
2017-05-01,1415.81
2017-05-02,1445.93
2017-05-03,1485.55
2017-05-04,1516.76
2017-05-05,1507.77
2017-05-06,1545.29
2017-05-07,1554.45
2017-05-08,1664.47
2017-05-09,1697.5
2017-05-10,1752.31
2017-05-11,1819.29
2017-05-12,1686.39
2017-05-13,1763.74
2017-05-14,1772.55
2017-05-15,1708.92
2017-05-16,1729.34
2017-05-17,1801.3
2017-05-18,1880.99
2017-05-19,1962.0
2017-05-20,2040.18
2017-05-21,2044.19
2017-05-22,2124.41
2017-05-23,2272.58
2017-05-24,2445.28
2017-05-25,2307.22
2017-05-26,2244.89
2017-05-27,2052.43
2017-05-28,2189.02
2017-05-29,2278.21
2017-05-30,2192.55
2017-05-31,2303.34
2017-06-01,2412.65
2017-06-02,2492.6
2017-06-03,2545.43
2017-06-04,2524.06
2017-06-05,2704.96
2017-06-06,2870.5
2017-06-07,2691.51
2017-06-08,2798.78
2017-06-09,2811.43
2017-06-10,2900.25
2017-06-11,2973.45
2017-06-12,2656.77
2017-06-13,2712.99
2017-06-14,2467.27
2017-06-15,2442.46
2017-06-16,2508.58
2017-06-17,2655.1
2017-06-18,2539.56
2017-06-19,2616.82
2017-06-20,2754.38
2017-06-21,2677.62
2017-06-22,2722.84
2017-06-23,2710.37
2017-06-24,2590.05
2017-06-25,2541.62
2017-06-26,2446.05
2017-06-27,2583.75
2017-06-28,2577.74
2017-06-29,2558.37
2017-06-30,2480.61
2017-07-01,2424.61
2017-07-02,2536.46
2017-07-03,2572.47
2017-07-04,2617.32
2017-07-05,2627.86
2017-07-06,2614.24
2017-07-07,2513.88
2017-07-08,2564.86
2017-07-09,2511.43
2017-07-10,2344.02
2017-07-11,2324.29
2017-07-12,2403.09
2017-07-13,2362.44
2017-07-14,2234.17
2017-07-15,1975.08
2017-07-16,1914.09
2017-07-17,2233.39
2017-07-18,2320.23
2017-07-19,2282.58
2017-07-20,2866.02
2017-07-21,2675.08
2017-07-22,2836.53
2017-07-23,2756.61
2017-07-24,2763.42
2017-07-25,2582.58
2017-07-26,2559.21
2017-07-27,2691.88
2017-07-28,2806.75
2017-07-29,2733.5
2017-07-30,2766.49
2017-07-31,2883.27
2017-08-01,2746.99
2017-08-02,2720.53
2017-08-03,2809.99
2017-08-04,2878.49
2017-08-05,3262.8
2017-08-06,3232.03
2017-08-07,3401.91
2017-08-08,3429.38
2017-08-09,3348.79
2017-08-10,3425.67
2017-08-11,3654.37
2017-08-12,3871.62
2017-08-13,4062.6
2017-08-14,4327.94
2017-08-15,4161.66
2017-08-16,4387.4
2017-08-17,4278.92
2017-08-18,4105.37
2017-08-19,4150.45
2017-08-20,4066.6
2017-08-21,4005.1
2017-08-22,4089.7
2017-08-23,4141.09
2017-08-24,4318.35
2017-08-25,4364.41
2017-08-26,4352.3
2017-08-27,4345.75
2017-08-28,4390.31
2017-08-29,4597.31
2017-08-30,4583.02
2017-08-31,4735.11
2017-09-01,4921.85
2017-09-02,4573.8
2017-09-03,4612.92
2017-09-04,4267.45
2017-09-05,4409.08
2017-09-06,4618.71
2017-09-07,4635.6
2017-09-08,4326.45
2017-09-09,4335.13
2017-09-10,4245.89
2017-09-11,4217.9
2017-09-12,4158.92
2017-09-13,3870.29
2017-09-14,3243.08
2017-09-15,3713.76
2017-09-16,3698.92
2017-09-17,3689.61
2017-09-18,4100.28
2017-09-19,3907.96
2017-09-20,3882.16
2017-09-21,3617.27
2017-09-22,3600.83
2017-09-23,3788.02
2017-09-24,3667.52
2017-09-25,3932.83
2017-09-26,3892.7
2017-09-27,4212.2
2017-09-28,4195.65
2017-09-29,4172.79
2017-09-30,4360.62
2017-10-01,4403.09
2017-10-02,4401.32
2017-10-03,4314.18
2017-10-04,4218.66
2017-10-05,4321.44
2017-10-06,4371.94
2017-10-07,4435.81
2017-10-08,4611.7
2017-10-09,4777.49
2017-10-10,4763.36
2017-10-11,4824.2
2017-10-12,5432.62
2017-10-13,5637.26
2017-10-14,5824.71
2017-10-15,5688.14
2017-10-16,5759.33
2017-10-17,5598.58
2017-10-18,5575.83
2017-10-19,5698.65
2017-10-20,5993.11
2017-10-21,6006.65
2017-10-22,5982.86
2017-10-23,5903.61
2017-10-24,5513.08
2017-10-25,5734.0
2017-10-26,5887.61
2017-10-27,5764.56
2017-10-28,5726.61
2017-10-29,6147.52
2017-10-30,6124.28
2017-10-31,6451.24
2017-11-01,6737.78
2017-11-02,7024.81
2017-11-03,7152.12
2017-11-04,7363.8
2017-11-05,7389.55
2017-11-06,6959.23
2017-11-07,7102.75
2017-11-08,7444.36
2017-11-09,7129.59
2017-11-10,6565.8
2017-11-11,6339.86
2017-11-12,5878.13
2017-11-13,6522.45
2017-11-14,6597.06
2017-11-15,7283.22
2017-11-16,7853.68
2017-11-17,7699.95
2017-11-18,7780.91
2017-11-19,8042.64
2017-11-20,8244.69
2017-11-21,8099.97
2017-11-22,8234.55
2017-11-23,8013.41
2017-11-24,8200.8
2017-11-25,8754.69
2017-11-26,9318.42
2017-11-27,9733.2
2017-11-28,9906.04
2017-11-29,9837.86
2017-11-30,9946.76
2017-12-01,10861.47
2017-12-02,10912.73
2017-12-03,11246.21
2017-12-04,11623.91
2017-12-05,11667.13
2017-12-06,13749.57
2017-12-07,16850.31
2017-12-08,16047.61
2017-12-09,14843.42
2017-12-10,15059.6
2017-12-11,16732.47
2017-12-12,17083.9
2017-12-13,16286.82
2017-12-14,16467.91
2017-12-15,17604.85
2017-12-16,19345.49
2017-12-17,19065.71
2017-12-18,18972.32
2017-12-19,17523.7
2017-12-20,16461.97
2017-12-21,15632.12
2017-12-22,13664.97
2017-12-23,14396.46
2017-12-24,13789.95
2017-12-25,13833.49
2017-12-26,15756.56
2017-12-27,15416.64
2017-12-28,14398.7
2017-12-29,14392.57
2017-12-30,12531.52
2017-12-31,13850.4
2018-01-01,13444.88
2018-01-02,14754.13
2018-01-03,15156.62
2018-01-04,15180.08
2018-01-05,16954.78
2018-01-06,17172.3
2018-01-07,16228.16
2018-01-08,14976.17
2018-01-09,14468.5
2018-01-10,14919.49
2018-01-11,13308.06
2018-01-12,13841.19
2018-01-13,14243.12
2018-01-14,13638.63
2018-01-15,13631.98
2018-01-16,11282.49
2018-01-17,11162.7
2018-01-18,11175.52
2018-01-19,11521.76
2018-01-20,12783.94
2018-01-21,11549.93
2018-01-22,10814.52
2018-01-23,10858.23
2018-01-24,11429.02
2018-01-25,11175.87
2018-01-26,11104.2
2018-01-27,11459.71
2018-01-28,11767.74
2018-01-29,11233.95
2018-01-30,10107.26
2018-01-31,10226.86
2018-02-01,9114.72
2018-02-02,8870.82
2018-02-03,9251.27
2018-02-04,8218.05
2018-02-05,6937.08
2018-02-06,7701.25
2018-02-07,7592.72
2018-02-08,8260.69
2018-02-09,8696.83
2018-02-10,8569.29
2018-02-11,8084.61
2018-02-12,8911.27
2018-02-13,8544.69
2018-02-14,9485.64
2018-02-15,10033.75
2018-02-16,10188.73
2018-02-17,11097.21
2018-02-18,10417.23
2018-02-19,11182.28
2018-02-20,11256.43
2018-02-21,10481.66
2018-02-22,9847.96
2018-02-23,10175.51
2018-02-24,9705.73
2018-02-25,9610.11
2018-02-26,10326.5
2018-02-27,10594.76
2018-02-28,10334.44
2018-03-01,10929.37
2018-03-02,11043.12
2018-03-03,11465.36
2018-03-04,11504.42
2018-03-05,11440.73
2018-03-06,10735.45
2018-03-07,9928.56
2018-03-08,9316.72
2018-03-09,9252.76
2018-03-10,8797.27
2018-03-11,9544.84
2018-03-12,9142.15
2018-03-13,9160.12
2018-03-14,8217.7
2018-03-15,8268.41
2018-03-16,8283.23
2018-03-17,7883.45
2018-03-18,8215.4
2018-03-19,8623.14
2018-03-20,8920.71
2018-03-21,8911.35
2018-03-22,8724.98
2018-03-23,8934.8
2018-03-24,8548.06
2018-03-25,8472.84
2018-03-26,8152.2
2018-03-27,7808.48
2018-03-28,7959.78
2018-03-29,7106.62
2018-03-30,6853.76
2018-03-31,6943.77
2018-04-01,6835.84
2018-04-02,7074.6
2018-04-03,7434.3
2018-04-04,6815.5
2018-04-05,6790.45
2018-04-06,6634.86
2018-04-07,6917.2
2018-04-08,7049.92
2018-04-09,6789.53
2018-04-10,6871.07
2018-04-11,6977.13
2018-04-12,7927.73
2018-04-13,7899.11
2018-04-14,8022.51
2018-04-15,8376.73
2018-04-16,8079.77
2018-04-17,7921.63
2018-04-18,8189.96
2018-04-19,8301.82
2018-04-20,8877.08
2018-04-21,8935.72
2018-04-22,8823.36
2018-04-23,8968.25
2018-04-24,9655.77
2018-04-25,8873.62
2018-04-26,9282.12
2018-04-27,8938.47
2018-04-28,9351.47
2018-04-29,9407.04
2018-04-30,9248.45
2018-05-01,9077.28
2018-05-02,9232.19
2018-05-03,9745.04
2018-05-04,9699.61
2018-05-05,9845.9
2018-05-06,9644.92
2018-05-07,9377.81
2018-05-08,9196.13
2018-05-09,9321.16
2018-05-10,9032.22
2018-05-11,8421.0
2018-05-12,8486.67
2018-05-13,8709.46
2018-05-14,8672.9
2018-05-15,8480.16
2018-05-16,8344.78
2018-05-17,8071.04
2018-05-18,8247.91
2018-05-19,8249.24
2018-05-20,8533.0
2018-05-21,8419.65
2018-05-22,7992.75
2018-05-23,7505.77
2018-05-24,7584.74
2018-05-25,7475.36
2018-05-26,7355.06
2018-05-27,7362.23
2018-05-28,7118.88
2018-05-29,7474.75
2018-05-30,7393.02
2018-05-31,7502.15
2018-06-01,7530.55
2018-06-02,7643.26
2018-06-03,7719.75
2018-06-04,7503.2
2018-06-05,7629.4
2018-06-06,7661.79
2018-06-07,7700.11
2018-06-08,7627.52
2018-06-09,7513.69
2018-06-10,6773.72
2018-06-11,6887.37
2018-06-12,6556.94
2018-06-13,6310.43
2018-06-14,6643.26
2018-06-15,6396.71
2018-06-16,6503.1
2018-06-17,6457.78
2018-06-18,6714.82
2018-06-19,6741.28
2018-06-20,6761.27
2018-06-21,6720.64
2018-06-22,6051.47
2018-06-23,6166.54
2018-06-24,6157.78
2018-06-25,6260.35
2018-06-26,6088.39
2018-06-27,6141.57
2018-06-28,5871.28
2018-06-29,6203.8
2018-06-30,6385.38
2018-07-01,6339.04
2018-07-02,6615.66
2018-07-03,6509.58
2018-07-04,6590.06
2018-07-05,6534.81
2018-07-06,6602.02
2018-07-07,6758.08
2018-07-08,6707.38
2018-07-09,6668.84
2018-07-10,6306.85
2018-07-11,6394.36
2018-07-12,6253.6
2018-07-13,6229.83
2018-07-14,6268.75
2018-07-15,6364.26
2018-07-16,6740.55
2018-07-17,7326.7
2018-07-18,7383.39
2018-07-19,7477.5
2018-07-20,7333.93
2018-07-21,7405.4
2018-07-22,7398.64
2018-07-23,7718.0
2018-07-24,8395.82
2018-07-25,8170.23
2018-07-26,7937.25
2018-07-27,8182.89
2018-07-28,8230.87
2018-07-29,8216.78
2018-07-30,8176.06
2018-07-31,7735.3
2018-08-01,7610.9
2018-08-02,7542.34
2018-08-03,7417.6
2018-08-04,7017.89
2018-08-05,7042.39
2018-08-06,6945.78
2018-08-07,6723.21
2018-08-08,6285.02
2018-08-09,6543.24
2018-08-10,6153.41
2018-08-11,6242.54
2018-08-12,6322.92
2018-08-13,6263.2
2018-08-14,6199.6
2018-08-15,6274.22
2018-08-16,6323.81
2018-08-17,6591.16
2018-08-18,6405.71
2018-08-19,6502.18
2018-08-20,6269.9
2018-08-21,6491.11
2018-08-22,6366.13
2018-08-23,6538.95
2018-08-24,6708.96
2018-08-25,6749.56
2018-08-26,6720.6
2018-08-27,6915.73
2018-08-28,7091.38
2018-08-29,7052.0
2018-08-30,6998.76
2018-08-31,7026.96
2018-09-01,7203.46
2018-09-02,7301.26
2018-09-03,7270.05
2018-09-04,7369.86
2018-09-05,6705.03
2018-09-06,6515.42
2018-09-07,6411.78
2018-09-08,6200.16
2018-09-09,6249.07
2018-09-10,6324.43
2018-09-11,6295.54
2018-09-12,6337.11
2018-09-13,6492.0
2018-09-14,6486.01
2018-09-15,6522.08
2018-09-16,6502.44
2018-09-17,6261.48
2018-09-18,6346.44
2018-09-19,6398.8
2018-09-20,6505.9
2018-09-21,6762.06
2018-09-22,6716.6
2018-09-23,6702.7
2018-09-24,6583.53
2018-09-25,6437.74
2018-09-26,6462.6
2018-09-27,6686.13
2018-09-28,6635.38
2018-09-29,6603.75
2018-09-30,6623.71
2018-10-01,6594.98
2018-10-02,6525.47
2018-10-03,6492.26
2018-10-04,6579.79
2018-10-05,6632.87
2018-10-06,6589.94
2018-10-07,6601.15
2018-10-08,6650.07
2018-10-09,6631.79
2018-10-10,6581.07
2018-10-11,6209.47
2018-10-12,6250.85
2018-10-13,6267.27
2018-10-14,6277.73
2018-10-15,6612.36
2018-10-16,6583.05
2018-10-17,6574.52
2018-10-18,6488.72
2018-10-19,6469.28
2018-10-20,6490.56
2018-10-21,6509.87
2018-10-22,6483.23
2018-10-23,6470.22
2018-10-24,6476.25
2018-10-25,6462.77
2018-10-26,6457.21
2018-10-27,6470.17
2018-10-28,6470.74
2018-10-29,6313.91
2018-10-30,6309.11
2018-10-31,6342.61
2018-11-01,6381.3
2018-11-02,6394.66
2018-11-03,6376.32
2018-11-04,6467.05
2018-11-05,6433.74
2018-11-06,6479.72
2018-11-07,6529.68
2018-11-08,6446.06
2018-11-09,6377.99
2018-11-10,6396.37
2018-11-11,6408.18
2018-11-12,6375.08
2018-11-13,6339.17
2018-11-14,5741.47
2018-11-15,5647.5
2018-11-16,5586.27
2018-11-17,5568.94
2018-11-18,5615.26
2018-11-19,4809.62
2018-11-20,4441.81
2018-11-21,4593.04
2018-11-22,4320.68
2018-11-23,4343.42
2018-11-24,3854.11
2018-11-25,4004.15
2018-11-26,3784.59
2018-11-27,3822.99
2018-11-28,4263.55
2018-11-29,4286.69
2018-11-30,4009.67
2018-12-01,4197.46
2018-12-02,4143.86
2018-12-03,3871.41
2018-12-04,3948.44
2018-12-05,3737.53
2018-12-06,3485.18
2018-12-07,3420.57
2018-12-08,3461.07
2018-12-09,3592.84
2018-12-10,3467.16
2018-12-11,3401.02
2018-12-12,3485.59
2018-12-13,3305.11
2018-12-14,3235.48
2018-12-15,3232.51
2018-12-16,3255.37
2018-12-17,3548.19
2018-12-18,3715.85
2018-12-19,3736.54
2018-12-20,4137.66
2018-12-21,3898.81
2018-12-22,4045.24
2018-12-23,4007.63
2018-12-24,4081.95
2018-12-25,3834.73
2018-12-26,3848.78
2018-12-27,3646.09
2018-12-28,3947.86
2018-12-29,3797.06
2018-12-30,3896.21
2018-12-31,3747.39
2019-01-01,3880.15
2019-01-02,3961.01
2019-01-03,3835.86
2019-01-04,3874.06
2019-01-05,3855.39
2019-01-06,4102.85
2019-01-07,4050.4
2019-01-08,4040.75
2019-01-09,4048.34
2019-01-10,3668.15
2019-01-11,3669.2
2019-01-12,3664.38
2019-01-13,3551.24
2019-01-14,3703.9
2019-01-15,3621.24
2019-01-16,3643.99
2019-01-17,3685.3
2019-01-18,3648.05
2019-01-19,3729.78
2019-01-20,3567.73
2019-01-21,3571.92
2019-01-22,3602.04
2019-01-23,3572.05
2019-01-24,3598.52
2019-01-25,3582.89
2019-01-26,3596.5
2019-01-27,3565.08
2019-01-28,3453.42
2019-01-29,3418.25
2019-01-30,3467.21
2019-01-31,3434.13
2019-02-01,3461.63
2019-02-02,3508.68
2019-02-03,3449.62
2019-02-04,3431.24
2019-02-05,3447.66
2019-02-06,3394.89
2019-02-07,3375.33
2019-02-08,3660.03
2019-02-09,3652.26
2019-02-10,3685.14
2019-02-11,3611.34
2019-02-12,3617.41
2019-02-13,3605.87
2019-02-14,3588.72
2019-02-15,3593.49
2019-02-16,3617.24
2019-02-17,3670.92
2019-02-18,3912.57
2019-02-19,3924.24
2019-02-20,3974.05
2019-02-21,3937.04
2019-02-22,3983.53
2019-02-23,4149.09
2019-02-24,3771.62
2019-02-25,3845.51
2019-02-26,3817.88
2019-02-27,3830.72
2019-02-28,3823.37
2019-03-01,3831.48
2019-03-02,3842.94
2019-03-03,3812.31
2019-03-04,3731.28
2019-03-05,3874.18
2019-03-06,3874.98
2019-03-07,3882.61
2019-03-08,3868.02
2019-03-09,3947.74
2019-03-10,3929.84
2019-03-11,3874.89
2019-03-12,3888.57
2019-03-13,3878.44
2019-03-14,3881.44
2019-03-15,3927.08
2019-03-16,4027.01
2019-03-17,3998.0
2019-03-18,3988.85
2019-03-19,4024.14
2019-03-20,4056.75
2019-03-21,3996.93
2019-03-22,4000.84
2019-03-23,4007.21
2019-03-24,3994.11
2019-03-25,3924.55
2019-03-26,3942.22
2019-03-27,4045.98
2019-03-28,4036.45
2019-03-29,4111.38
2019-03-30,4118.13
2019-03-31,4112.69
2019-04-01,4151.32
2019-04-02,4906.93
2019-04-03,4976.59
2019-04-04,4913.36
2019-04-05,5047.23
2019-04-06,5057.25
2019-04-07,5201.16
2019-04-08,5294.09
2019-04-09,5201.3
2019-04-10,5318.6
2019-04-11,5048.56
2019-04-12,5081.5
2019-04-13,5080.66
